106.685463,26.540859
106.685684,26.536222
106.688972,26.536831
106.681793,26.537012
106.687355,26.537399
106.686211,26.537691
106.689644,26.537958
106.684212,26.537991
106.685928,26.538141
106.683022,26.538345
106.681053,26.538582
106.681313,26.538998
106.690765,26.539125
106.686668,26.539358
106.681824,26.539389
106.68206,26.539408
106.681313,26.539658
106.690956,26.539757
106.685417,26.540026
106.690155,26.540058
106.68959,26.540083
106.684982,26.540318
106.686119,26.540382
106.680214,26.54055
106.684883,26.540775
106.686783,26.540833
106.690948,26.540895
106.69046,26.541182
106.689331,26.541586
106.68277,26.5418
106.68885,26.541811
106.681007,26.541893
106.689896,26.541943
106.687943,26.541958
106.690353,26.54199
106.690613,26.54241
106.683624,26.542503
106.682838,26.542513
106.680786,26.542566
106.686226,26.542709
106.684341,26.543358
106.685356,26.543417
106.68396,26.543505
106.684608,26.543526
106.680702,26.543558
106.683243,26.543589
106.6875,26.543615
106.681686,26.544395
106.685997,26.544458
106.688812,26.544538
106.683914,26.544683
106.685631,26.544706
106.686905,26.544712
106.687553,26.544933
106.688469,26.545198
106.683952,26.545477
106.669724,26.534546
106.669479,26.529486
106.668655,26.529818
106.670555,26.529943
106.671448,26.529945
106.670654,26.53019
106.67083,26.53023
106.673149,26.530647
106.667267,26.530977
106.673653,26.531012
106.667473,26.532085
106.666901,26.532492
106.666313,26.532497
106.671173,26.532818
106.672394,26.53282
106.668335,26.533327
106.67186,26.533522
106.669373,26.53356
106.675339,26.533583
106.671143,26.533602
106.66925,26.533646
106.66806,26.533777
106.666435,26.533869
106.673271,26.534035
106.66951,26.534397
106.674004,26.534975
106.668953,26.535133
106.66861,26.535172
106.672935,26.5352
106.66832,26.535582
106.666672,26.535673
106.668709,26.536104
106.666336,26.536121
106.672012,26.536531
106.669426,26.536547
106.670013,26.53665
106.672127,26.536709
106.665016,26.537294
106.673103,26.537355
106.665535,26.537453
106.673317,26.537754
106.668335,26.538181
106.67347,26.5382
106.667557,26.538223
106.669357,26.538227
106.670982,26.538385
106.667725,26.538387
106.672668,26.538437
106.671463,26.53849
106.668068,26.538698
106.669022,26.538727
106.672615,26.538877
106.669464,26.538982
106.670387,26.539083
106.672249,26.539137
106.67086,26.53937
106.772415,26.555185
106.77301,26.550245
106.774101,26.550665
106.769409,26.55085
106.772308,26.551006
106.771416,26.551064
106.774048,26.55138
106.775307,26.551517
106.773605,26.551834
106.769554,26.552261
106.768883,26.552591
106.776711,26.552759
106.775337,26.552816
106.776665,26.55294
106.771767,26.553064
106.776955,26.553514
106.7715,26.553825
106.769699,26.553946
106.77404,26.554319
106.767868,26.554392
106.767227,26.554447
106.775757,26.554689
106.769836,26.554764
106.777802,26.554853
106.778076,26.554909
106.7677,26.555025
106.776901,26.555256
106.767639,26.555349
106.774521,26.555468
106.770271,26.555691
106.775322,26.555735
106.768181,26.55629
106.770912,26.556421
106.768143,26.556765
106.767563,26.556824
106.76783,26.557003
106.771828,26.55718
106.768951,26.557322
106.777527,26.557419
106.775558,26.557455
106.767509,26.557619
106.774216,26.55772
106.772995,26.557959
106.773888,26.557997
106.768593,26.558025
106.769783,26.558372
106.770645,26.55839
106.77449,26.558428
106.771996,26.55858
106.772606,26.55892
106.770676,26.559048
106.769295,26.559298
106.76973,26.559652
106.77063,26.559858
106.772156,26.559954
106.744453,26.548759
106.744972,26.543749
106.745224,26.543962
106.74308,26.544472
106.742775,26.544497
106.747208,26.544861
106.742653,26.545008
106.747787,26.545029
106.747963,26.545202
106.744438,26.545361
106.748512,26.545551
106.741371,26.546059
106.747726,26.546301
106.749435,26.54645
106.744499,26.546505
106.742638,26.546782
106.748085,26.547152
106.739037,26.547804
106.749947,26.548658
106.74498,26.548918
106.746399,26.548946
106.740242,26.548988
106.740105,26.549252
106.742599,26.549339
106.748306,26.549358
106.747314,26.549368
106.749786,26.549927
106.739914,26.550476
106.740433,26.550615
106.742912,26.550642
106.745667,26.550661
106.743614,26.550953
106.746246,26.550955
106.745193,26.551001
106.7463,26.55109
106.747643,26.551249
106.74884,26.55125
106.743523,26.551558
106.739838,26.551571
106.743851,26.551668
106.741302,26.551708
106.742134,26.551792
106.747612,26.551865
106.745132,26.551867
106.741615,26.551891
106.742104,26.551926
106.748734,26.552128
106.740524,26.552353
106.743988,26.552416
106.74778,26.552753
106.747498,26.552855
106.744812,26.552931
106.744652,26.553099
106.744102,26.553234
106.743866,26.553608
